UID         PID   PPID  C STIME TTY          TIME CMD
davidzh+ 164058 164057  0 14:30 pts/24   00:00:00 -bash
root     165243      2  0 14:33 ?        00:00:00 [kworker/32:1]
root     166366   2477  0 14:36 ?        00:00:00 sshd: gene [priv]
gene     166391 166366  0 14:36 ?        00:00:00 sshd: gene@pts/65
gene     166392 166391  0 14:36 pts/65   00:00:00 -tcsh
root     171933      2  0 14:43 ?        00:00:00 [kworker/37:2]
root     173203      2  0 14:47 ?        00:00:00 [kworker/45:2]
root     173205      2  0 14:47 ?        00:00:00 [kworker/25:2]
root     173208      2  0 14:47 ?        00:00:00 [kworker/43:2]
root     173209      2  0 14:47 ?        00:00:00 [kworker/0:1]
root     173211      2  0 14:47 ?        00:00:00 [kworker/42:2]
root     173222      2  0 14:47 ?        00:00:00 [kworker/24:2]
root     173223      2  0 14:47 ?        00:00:00 [kworker/36:0]
root     173225      2  0 14:47 ?        00:00:00 [kworker/38:1]
root     173226      2  0 14:47 ?        00:00:00 [kworker/16:0]
root     173227      2  0 14:47 ?        00:00:00 [kworker/40:0]
root     173232      2  0 14:47 ?        00:00:00 [kworker/10:0]
root     173237      2  0 14:47 ?        00:00:00 [kworker/30:0]
root     173239      2  0 14:47 ?        00:00:00 [kworker/22:0]
root     174041      2  0  2019 ?        00:00:02 [kworker/47:2]
root     174051      2  0  2019 ?        00:00:00 [kworker/30:1]
root     174328   2477  0 14:51 ?        00:00:00 sshd: sanjeevsreenath [priv]
sanjeev+ 174358 174328  0 14:51 ?        00:00:00 sshd: sanjeevsreenath@pts/67
sanjeev+ 174359 174358  0 14:51 pts/67   00:00:00 -bash
root     178992   2477  0 Jan03 ?        00:00:00 sshd: jdenman [priv]
jdenman  178999 178992  0 Jan03 ?        00:00:01 sshd: jdenman@pts/5
jdenman  179000 178999  0 Jan03 pts/5    00:00:00 -bash
root     179534      2  0 15:07 ?        00:00:00 [kworker/29:2]
root     181407   2477  0 15:16 ?        00:00:00 sshd: tmullen [priv]
tmullen  181411 181407  0 15:16 ?        00:00:00 sshd: tmullen@notty
tmullen  181412 181411  0 15:16 ?        00:00:00 /usr/libexec/openssh/sftp-server
root     182358      2  0 Jan03 ?        00:00:03 [kworker/34:0]
root     185059   2477  0 15:42 ?        00:00:00 sshd: hlee [priv]
hlee     185073 185059  0 15:42 ?        00:00:00 sshd: hlee@pts/32
hlee     185074 185073  0 15:42 pts/32   00:00:00 -bash
root     185479   2477  0 15:44 ?        00:00:00 sshd: kritikajaiswal3 [priv]
kritika+ 185561 185479  0 15:44 ?        00:00:00 sshd: kritikajaiswal3@pts/35
kritika+ 185562 185561  0 15:44 pts/35   00:00:00 -bash
root     187234      2  0 15:57 ?        00:00:00 [kworker/21:1]
root     191506      2  0 16:20 ?        00:00:00 [kworker/39:2]
root     191883   2477  0 16:21 ?        00:00:00 sshd: riteshdesai [priv]
riteshd+ 191899 191883  0 16:21 ?        00:00:00 sshd: riteshdesai@pts/41
riteshd+ 191900 191899  0 16:21 pts/41   00:00:00 -bash
root     191988      2  0 16:22 ?        00:00:00 [kworker/41:0]
root     196086   2477  0 16:43 ?        00:00:00 sshd: nrose619 [priv]
nrose619 196093 196086  0 16:43 ?        00:00:00 sshd: nrose619@pts/44
nrose619 196094 196093  0 16:43 pts/44   00:00:00 -bash
root     196737      2  0 16:45 ?        00:00:00 [kworker/12:0]
root     197355   2477  0 16:50 ?        00:00:00 sshd: riteshdesai [priv]
riteshd+ 197366 197355  0 16:50 ?        00:00:00 sshd: riteshdesai@pts/50
riteshd+ 197367 197366  0 16:50 pts/50   00:00:00 -bash
root     197529      2  0 16:51 ?        00:00:00 [kworker/2:1]
root     197744   2477  0 16:52 ?        00:00:00 sshd: fkiriakidi [priv]
root     197752   2477  0 16:52 ?        00:00:00 sshd: fkiriakidi [priv]
fkiriak+ 197754 197744  0 16:52 ?        00:00:00 sshd: fkiriakidi@pts/7
fkiriak+ 197755 197754  0 16:52 pts/7    00:00:00 -bash
fkiriak+ 197772 197752  0 16:52 ?        00:00:00 sshd: fkiriakidi@notty
fkiriak+ 197800 197772  0 16:52 ?        00:00:00 /usr/libexec/openssh/sftp-server
root     198536   2477  0 16:56 ?        00:00:00 sshd: shrikanth1997 [priv]
shrikan+ 198540 198536  0 16:56 ?        00:00:00 sshd: shrikanth1997@notty
shrikan+ 198541 198540  0 16:56 ?        00:00:00 /usr/libexec/openssh/sftp-server
root     199204   2477  0 16:59 ?        00:00:00 sshd: dmadams [priv]
dmadams  199227 199204  0 16:59 ?        00:00:00 sshd: dmadams@pts/29
dmadams  199228 199227  0 16:59 pts/29   00:00:00 -bash
nrose619 199371 196094  0 17:00 pts/44   00:00:00 vim main.c
root     199541      2  0 17:01 ?        00:00:00 [kworker/38:2]
dmadams  200394 199228  0 17:06 pts/29   00:00:00 vim add1.c
root     200644   2477  0 17:08 ?        00:00:00 sshd: jaynilpatel [priv]
jaynilp+ 200659 200644  0 17:08 ?        00:00:00 sshd: jaynilpatel@pts/37
jaynilp+ 200660 200659  0 17:08 pts/37   00:00:00 -bash
root     201061   2477  0 17:10 ?        00:00:00 sshd: shrikanth1997 [priv]
shrikan+ 201064 201061  0 17:10 ?        00:00:00 sshd: shrikanth1997@notty
shrikan+ 201065 201064  0 17:10 ?        00:00:00 /usr/libexec/openssh/sftp-server
root     201524      2  0 17:14 ?        00:00:00 [kworker/10:2]
root     201575      2  0 17:14 ?        00:00:00 [kworker/14:2]
root     202445   2477  0 17:20 ?        00:00:00 sshd: malcolmbec [priv]
malcolm+ 202533 202445  0 17:20 ?        00:00:00 sshd: malcolmbec@pts/40
malcolm+ 202534 202533  0 17:20 pts/40   00:00:00 -bash
root     202598      2  0 17:21 ?        00:00:00 [kworker/31:0]
durwasa  202765      1  0 Jan03 ?        00:00:00 sh /home/durwasa/.vscode-server/bin/b37e54c98e1a74ba89e03073e5a3761284e3ffb0/server.sh --host=127.0.0.1 --enable-remote-auto-shutdown --port=0
durwasa  202773 202765  0 Jan03 ?        00:00:07 /home/durwasa/.vscode-server/bin/b37e54c98e1a74ba89e03073e5a3761284e3ffb0/node /home/durwasa/.vscode-server/bin/b37e54c98e1a74ba89e03073e5a3761284e3ffb0/out/vs/server/main.js --host=127.0.0.1 --enable-remote-auto-shutdown --port=0
root     202798      2  0 17:22 ?        00:00:00 [kworker/35:0]
root     203631      2  0 17:29 ?        00:00:00 [kworker/4:0]
root     204986      2  0 17:37 ?        00:00:00 [kworker/13:1]
postfix  206455   2958  0 17:46 ?        00:00:00 pickup -l -t unix -u
root     207070   2477  0 17:51 ?        00:00:00 sshd: cfraz94 [priv]
cfraz94  207092 207070  0 17:51 ?        00:00:00 sshd: cfraz94@pts/15
cfraz94  207093 207092  0 17:51 pts/15   00:00:00 -bash
root     208072   2477  0 17:57 ?        00:00:00 sshd: gcc0823 [priv]
gcc0823  208081 208072  0 17:57 ?        00:00:00 sshd: gcc0823@pts/19
gcc0823  208082 208081  0 17:57 pts/19   00:00:00 -bash
root     208179   2477  0 17:58 ?        00:00:00 sshd: calvinchancan [priv]
calvinc+ 208206 208179  0 17:58 ?        00:00:00 sshd: calvinchancan@pts/23
calvinc+ 208207 208206  0 17:58 pts/23   00:00:00 -bash
root     208826      2  0 18:01 ?        00:00:00 [kworker/17:2]
root     209216      2  0 18:05 ?        00:00:00 [kworker/34:2]
root     209229   2477  0 18:05 ?        00:00:00 sshd: grecupero [priv]
grecupe+ 209254 209229  0 18:05 ?        00:00:00 sshd: grecupero@pts/9
grecupe+ 209255 209254  0 18:05 pts/9    00:00:00 -bash
root     209514      2  0 18:08 ?        00:00:00 [kworker/27:0]
root     209587   2477  0 18:09 ?        00:00:00 sshd: herzberg [priv]
herzberg 209594 209587  0 18:09 ?        00:00:00 sshd: herzberg@notty
herzberg 209595 209594  0 18:09 ?        00:00:00 /usr/libexec/openssh/sftp-server
cfraz94  209685 207093  0 18:10 pts/15   00:00:00 less ps-output.txt
root     209693      2  0 18:10 ?        00:00:00 [kworker/3:1]
root     209858      2  0 18:11 ?        00:00:00 [kworker/17:0]
root     209975      2  0 18:12 ?        00:00:00 [kworker/19:0]
root     210050   2477  0 18:13 ?        00:00:00 sshd: ashalupova [priv]
root     210070   2477  0 18:13 ?        00:00:00 sshd: ashalupova [priv]
ashalup+ 210072 210050  0 18:13 ?        00:00:00 sshd: ashalupova@pts/12
ashalup+ 210074 210070  0 18:13 ?        00:00:00 sshd: ashalupova@notty
ashalup+ 210075 210074  0 18:13 ?        00:00:00 /usr/libexec/openssh/sftp-server
ashalup+ 210084 210072  0 18:13 pts/12   00:00:00 -bash
root     210701      2  0 18:16 ?        00:00:00 [kworker/26:2]
root     210704      2  0 18:16 ?        00:00:00 [kworker/16:1]
root     210705      2  0 18:16 ?        00:00:00 [kworker/40:2]
root     210707      2  0 18:16 ?        00:00:00 [kworker/12:2]
root     210708      2  0 18:16 ?        00:00:00 [kworker/36:1]
root     210709      2  0 18:16 ?        00:00:00 [kworker/0:0]
root     210710      2  0 18:16 ?        00:00:00 [kworker/24:0]
root     210711      2  0 18:16 ?        00:00:00 [kworker/8:0]
root     210712      2  0 18:16 ?        00:00:00 [kworker/32:0]
root     210714      2  0 18:16 ?        00:00:00 [kworker/6:1]
root     210724      2  0 18:16 ?        00:00:00 [kworker/18:0]
root     210725      2  0 18:16 ?        00:00:00 [kworker/42:0]
root     210727      2  0 18:16 ?        00:00:00 [kworker/20:2]
root     210728      2  0 18:16 ?        00:00:00 [kworker/44:0]
root     210729      2  0 18:16 ?        00:00:00 [kworker/22:1]
root     210730      2  0 18:16 ?        00:00:00 [kworker/46:2]
root     210731      2  0 18:16 ?        00:00:00 [kworker/1:0]
root     210732      2  0 18:16 ?        00:00:00 [kworker/25:1]
root     210733      2  0 18:16 ?        00:00:00 [kworker/45:0]
root     210735      2  0 18:16 ?        00:00:00 [kworker/43:0]
root     210736      2  0 18:16 ?        00:00:00 [kworker/9:0]
root     210737      2  0 18:16 ?        00:00:00 [kworker/33:1]
root     210741      2  0 18:16 ?        00:00:00 [kworker/3:2]
root     210742      2  0 18:16 ?        00:00:00 [kworker/11:1]
root     210743      2  0 18:16 ?        00:00:00 [kworker/35:2]
root     210745      2  0 18:16 ?        00:00:00 [kworker/37:1]
root     210746      2  0 18:16 ?        00:00:00 [kworker/13:2]
root     210748      2  0 18:16 ?        00:00:00 [kworker/41:2]
root     210749      2  0 18:16 ?        00:00:00 [kworker/39:1]
root     210754      2  0 18:16 ?        00:00:00 [kworker/7:0]
root     210755      2  0 18:16 ?        00:00:00 [kworker/31:1]
root     210758      2  0 18:16 ?        00:00:00 [kworker/5:1]
root     210759      2  0 18:16 ?        00:00:00 [kworker/29:0]
root     210801   2477  0 18:17 ?        00:00:00 sshd: xhusser [priv]
xhusser  210809 210801  0 18:17 ?        00:00:00 sshd: xhusser@pts/14
xhusser  210810 210809  0 18:17 pts/14   00:00:00 -bash
root     211148      2  0 18:21 ?        00:00:00 [kworker/23:2]
root     211250      2  0 18:22 ?        00:00:00 [kworker/33:2]
root     211377      2  0 18:24 ?        00:00:00 [kworker/1:1]
root     211656      2  0 18:26 ?        00:00:00 [kworker/47:1]
root     211763      2  0 18:27 ?        00:00:00 [kworker/18:1]
root     211979   2477  0 18:29 ?        00:00:00 sshd: svuppalanchi [priv]
svuppal+ 211991 211979  0 18:29 ?        00:00:00 sshd: svuppalanchi@pts/27
svuppal+ 211992 211991  0 18:29 pts/27   00:00:00 -bash
root     212310   2477  0 18:34 ?        00:00:00 sshd: laney [priv]
laney    212317 212310  0 18:34 ?        00:00:00 sshd: laney@pts/25
laney    212318 212317  0 18:34 pts/25   00:00:00 -bash
root     212364   2477  0 18:34 ?        00:00:00 sshd: gepstein23 [priv]
laney    212390 212318  0 18:34 pts/25   00:00:00 emacs index.html
gepstei+ 212400 212364  0 18:34 ?        00:00:00 sshd: gepstein23@pts/28
gepstei+ 212401 212400  0 18:34 pts/28   00:00:00 -bash
root     212641      2  0 18:37 ?        00:00:00 [kworker/4:1]
root     212697      2  0 18:38 ?        00:00:00 [kworker/26:0]
root     212756      2  0 18:39 ?        00:00:00 [kworker/28:0]
root     214787      2  0 Jan04 ?        00:00:01 [kworker/44:1]
root     221880      2  0 18:43 ?        00:00:00 [kworker/u545:3]
root     223391      1  0 Jan04 ?        00:00:02 /usr/libexec/upowerd
root     225883      2  0 18:48 ?        00:00:00 [kworker/27:2]
root     226066      2  0 18:51 ?        00:00:00 [kworker/19:2]
root     226464      2  0 18:55 ?        00:00:00 [kworker/8:2]
root     226526      2  0 18:56 ?        00:00:00 [kworker/21:2]
root     226544   2477  0 18:56 ?        00:00:00 sshd: hannahh232677 [priv]
hannahh+ 226552 226544  0 18:56 ?        00:00:00 sshd: hannahh232677@pts/20
hannahh+ 226553 226552  0 18:56 pts/20   00:00:00 -bash
root     226624      2  0 18:57 ?        00:00:00 [kworker/9:2]
root     226637      2  0 18:57 ?        00:00:00 [kworker/15:2]
root     226808      2  0 19:00 ?        00:00:00 [kworker/28:1]
root     226814      2  0 19:00 ?        00:00:00 [kworker/23:1]
root     226836      2  0 19:00 ?        00:00:00 [kworker/u546:0]
root     226837      2  0 19:00 ?        00:00:00 [kworker/u546:3]
root     226963      2  0 19:01 ?        00:00:00 [kworker/5:2]
root     227026   2477  0 19:02 ?        00:00:00 sshd: peterfan [priv]
peterfan 227036 227026  0 19:02 ?        00:00:00 sshd: peterfan@pts/0
peterfan 227037 227036  0 19:02 pts/0    00:00:00 -bash
root     227343      2  0 19:05 ?        00:00:00 [kworker/u545:2]
root     227489      2  0 19:07 ?        00:00:00 [kworker/2:0]
root     227501      2  0 19:07 ?        00:00:00 [kworker/15:0]
root     227506      2  0 19:07 ?        00:00:00 [kworker/11:0]
root     227548      2  0 19:08 ?        00:00:00 [kworker/6:2]
root     227550      2  0 19:08 ?        00:00:00 [kworker/7:1]
root     227710   2477  0 19:11 ?        00:00:00 sshd: arthurarmani [priv]
arthura+ 227722 227710  0 19:11 ?        00:00:00 sshd: arthurarmani@pts/21
arthura+ 227723 227722  0 19:11 pts/21   00:00:00 -bash
root     227802   2477  0 19:11 ?        00:00:00 sshd: yumengwu [priv]
yumengwu 227823 227802  0 19:12 ?        00:00:00 sshd: yumengwu@pts/22
yumengwu 227824 227823  0 19:12 pts/22   00:00:00 -bash
root     227894   2477  0 19:12 ?        00:00:00 sshd: yumengwu [priv]
yumengwu 227902 227894  0 19:12 ?        00:00:00 sshd: yumengwu@pts/30
yumengwu 227903 227902  0 19:12 pts/30   00:00:00 -bash
root     227979      2  0 19:13 ?        00:00:00 [kworker/15:1]
arthura+ 227985 227723  0 19:13 pts/21   00:00:00 vim file.cpp
root     228062      2  0 19:14 ?        00:00:00 [kworker/7:2]
root     228064      2  0 19:14 ?        00:00:00 [kworker/5:0]
yumengwu 228120 227903  0 19:15 pts/30   00:00:00 ps -ef
zrchencn 230289      1  0 Jan05 ?        00:01:50 tmux
zrchencn 230290 230289  0 Jan05 pts/6    00:00:00 -bash
zrchencn 230331 230289  0 Jan05 pts/8    00:00:00 -bash
zrchencn 230372 230289  0 Jan05 pts/10   00:00:00 -bash
zrchencn 230413 230289  0 Jan05 pts/11   00:00:00 -bash
zrchencn 230455 230290  0 Jan05 pts/6    00:00:00 zsh
zrchencn 230504 230331  0 Jan05 pts/8    00:00:00 zsh
jeanrug+ 235891      1  0 Jan05 ?        00:00:00 ssh-agent -s
root     276237   2477  0 Jan06 ?        00:00:00 sshd: root@pts/13
root     276240 276237  0 Jan06 pts/13   00:00:00 -bash
node-ex+ 277515      1  6 Jan06 ?        02:07:05 /usr/local/bin/node_exporter --collector.filesystem.ignored-fs-types=^(nfs|tmpfs)$ --collector.processes
root     277821      1  7 Jan06 ?        02:20:42 /usr/share/metricbeat/bin/metricbeat -c /etc/metricbeat/metricbeat.yml -path.home /usr/share/metricbeat -path.config /etc/metricbeat -path.data /var/lib/metricbeat -path.logs /var/log/metricbeat
